date,no1,no2,no3,no4,no5
2019-01-01 00:00:00,1.7792,-0.357,-0.4441,2.3975
2019-01-01 01:00:00,-1.5537,0.24,-0.3274,0.9267
2019-01-01 02:00:00,1.1487,1.2265,-0.118,-2.6647
2019-01-01 03:00:00,0.5507,-1.3303,-0.5596,-0.5864
2019-01-01 04:00:00,0.287,-1.6845,-1.8561,-0.7764
2019-01-01 05:00:00,0.5945,-0.8072,-0.4183,1.2765
2019-01-01 06:00:00,-0.605,1.6035,-1.1057,0.1421
2019-01-01 07:00:00,-0.0345,0.0531,1.0225,0.6752
2019-01-01 08:00:00,-1.5009,1.311,0.8974,-0.3425
2019-01-01 09:00:00,1.0232,0.9936,0.8262,-0.021
2019-01-01 10:00:00,0.3541,-1.7746,0.0473,-0.1961
2019-01-01 11:00:00,1.1078,1.7516,0.3218,-0.0341
2019-01-01 12:00:00,-0.0281,0.3237,0.0694,-1.4949
2019-01-01 13:00:00,2.471,-0.1748,0.4378,0.4483
2019-01-01 14:00:00,-0.26,0.8911,-0.5343,-0.8092
2019-01-01 15:00:00,0.7419,-0.9552,-2.0861,-0.1179
2019-01-01 16:00:00,1.1424,1.0695,1.6505,0.0981
2019-01-01 17:00:00,-1.2223,-0.6079,-1.5486,0.244
2019-01-01 18:00:00,-0.9839,0.0532,-0.6797,0.027
2019-01-01 19:00:00,0.9191,1.4361,-0.1564,-0.036
2019-01-01 20:00:00,0.3749,1.1729,0.7778,1.219
2019-01-01 21:00:00,0.2141,-1.4578,-0.0851,0.0603
2019-01-01 22:00:00,0.5668,-0.1927,-0.4669,-0.0488
2019-01-01 23:00:00,-0.3518,-0.0876,0.38,0.2883
2019-01-02 00:00:00,-1.2292,0.5279,-0.1903,0.654
2019-01-02 01:00:00,-0.2359,1.4201,0.7338,-1.1946
2019-01-02 02:00:00,-0.0832,-0.6716,-0.4695,-2.6057
2019-01-02 03:00:00,0.4598,0.5793,-2.0768,-0.3323
